clean_text,category
"Oops    Even a better strike to level by  Adam  CFCvSCFC  CFCLive" , 0
"Creating a Movement Component for an RTS in UE4 http   t co gZMYlRG17Q   UnrealEngine  gamedev  indiedev" , 0
" StanleyEnow  MukeAlison  Striking pose  Love it http   t co WhtfLJ3lWA" , 0
"TH   Dozens Held After Pollution Protests in China s Inner Mongolia    The clashes came after the authorities  http   t co 1Te0UQJI1D" , 1
" thecableng  ThisIsBuhari Do politicians believe in anything" , 0
"We are at Lobuche base camp at 15800 ft  http   t co ZrX9glMSzo" , 0
"By the end of April Gangsters in  S n gal will kickstart a new  Hotspot in  SaintLouis  Follow the movement  https   t co wtBXrSOhq1  SocEnt" , 0
"Pakistan has 120 atomic weapons 10 more thn India New interactive infographic by Bulletin of the Atomic Scientists  http   t co VLlzlNNW57" , 0
"I m at Presidential Palace Bamako in Bamako https   t co 9fygD5Udrq" , 0
"Only two presidential aspirants for Legon      Tech dieerr as3 8" , 0
"Jailed notorious armed robber Ataa Ayi speaking to  Joy997FM now " , 0
" Itz socute Thank you    they will soon bring it  I hope" , 0
"Dude at least gat niggas there  I just got back from work  took a shower and gonna go to some tarven and hope I don t get stabbed RT   Puli " , 0
" Ebola Ghanaian volunteers working in worst hit Ebola countries to be honoured   http   t co yx5O6BFJGM http   t co tD8CYpJQCH" , 0
"How was that a free kick against Sevilla  La liga smh" , 0
"Kenya must and needs to fight terrorism psychologically rather than through physical force  Composition of its society doesn t favor force " , 0
" bonifacemwangi  The Kenya Open should not have happened  Who are it s organisers  Send them a protest note " , 0
"Holy Spirit  be my guide " , 0
" np Kazi Presidential   rhymesintellect   Loud   " , 0
"We are facing a crisis  There is violence sweeping this country  There is no sense in what is happening  my fellow Zulus   Buthelezi" , 0
"International Trade Economist calls on Zambians to start boycotting South African goods every Friday protest against xenophobia" , 1
" Radio702  702JohnRobbie surely all weapons are dangerous  by definition and intent " , 0
"Another heavy armed fighting  So tired of this   Tripoli  Libya" , 0
" Michaelab384 hello   were you in the demonstrations in Ethiopia this morning   able to DM  " , 1
"Looking forward to the Guardian  mobilemoney debate tomorrow http   t co wvvL8lI98H see you there " , 0
" Samrainsy  culture of dialogue has produced an end of violence  threat and created a new independent National Election Committee  NEC" , 0
"I ve been taking tests for as long as I can remember and the next two weeks are finals  And the machine guns and shot guns don t really help" , 0
"  CapitalFMMw  One more Malawian has been killed in South Africa as the anti foreigner violence continues in the country   XenophobiaSA" , 0
"Nigaz Rt  DailyMail  Baltimore s Crips  Bloods  Black Guerrilla Family and Nation of Islam united to stop violence http   t co rwI78vL1df" , 1
"Politicians  PremaHirunika and  DumindaSilva challenge each other for Kolonnawa District   lka  yahapalanaya" , 0
"All showbiz activities  disturbed by protests this week in Bujumbura Capital of Burundi  against the third mandate of Peter Nkurunziza " , 1
"60 yrs after the Civil Rights movement started  racial violence 40 miles from the White House in  Baltimore   Sucess  http   t co 6paGXdVrBX" , 1
" Mayday was chosen to honour the ppl who died during a demonstration in Chicago in 1886 when workers were striking for an 8hour working day " , 1
" Mayweather vs  Pacquiao  All you need to know about the  fight of the century  http   t co Ba7OrfNBzQ via  htTweets" , 0
"Hello Somalia it extremely difficult to develop a country when the country spends more than annual budget on khat   Drug    SOPresident" , 0
" JOB OFFER  Country Manager to represent a company in a foreign country  the job involves working to manage operations    job almantors com" , 0
"what is it with African leaders and the  3rdTerm  Nkurunzinza another term backed by the Constitutional Court  ismellarat  protests" , 1
" Mkenyanchui Ahaa  politicians are too selfish  amp  myopic  The newly born guys may not mature early enough to help them win elections" , 0
" mezzomohamed Yes time 2 campaign 4 him  v must not sink without a mega fight  MDPSecretariat our leadership may b behind bars but w r not " , 0
" Burundi2015 Catholic bishops call for end of protests  peaceful elections campaign and reopening of schools  BdiPresidence  CatholicRelief" , 1
"Same strike rate  ABD360  GayleStorm http   t co WF3EaDTWvn" , 0
" Thala56 shoot starts today  Best Wishes to our Thala  directorsiva and  anirudhofficial  Pattaya kelapunngaa   " , 0
" alexdavenport4  Elwick70 Have a word with your politicians then  that Nicola lass " , 0
" michaelmuhney it s the bad guys that dominate the world  they fix their law  no justice " , 0
" Conservative  That thingy   " , 0
"The next generation of Senegalese leaders  riseup  wegotnow   SEED Academy  Senegal https   t co onCitx4yaz" , 0
"No violence    " , 0
" Ebola African Leaders to attend Liberia s Ebola free declaration ceremony   Shanghai Daily  subscription  http   t co 6VZxPjgNPC" , 0
"Boko Haram violence  Ready to let the world know  IDP sleeping rough in the sand no water temp above 46C in Diffa http   t co oXBNlL13RR" , 0
"Some of our boys is like  Messi and  Ronald but they haven t encouragement from the leaders" , 0
" BanguiForum  According to  CAR DDRR agree t all signatory armed groups   including child soldiers   will surrender their weapons" , 0
"Participant see the need for National Parliament to be open for citizen participation " , 0
"Striking Portraits Capture  Africa s Final Generation of  Scarification http   t co QITSD3viGG  outoffashion  CotedIvoire" , 0
"Diversity  dissent and democracy remain the strength of  landforum as reflected in the inaugural words of Mike  lifelanddignity " , 0
" aajtak hope u are not with them   " , 0
" WHLive  WhiteHouse you said it    especially the reduction of poverty in the emerging  amp  less developped countries like mine   MALI" , 0
"Police in  Burundi used live ammunition on protesters today http   t co 2NbtffyhWU http   t co rCroyy8bj3  eaofficialpage  burunditweet" , 1
" UNAMID deplores the outbreak of violence between Ma alia and Reziegat in East  Darfur    http   t co SbExCzeglP" , 0
"Its amazing the no of Kenyans who believe GOK have little or no hand in current woes  Insecurity  corruption  floods  It ALL begins with me" , 0
"The internet has been disabled in  Burundi amid a coup declaration by an army general  reports the BBC s  ChimpReports  nbstvug" , 0
"Hong Kong police make arrests as last protest site cleared http   t co vymzqmtMx7" , 1
"Ikea replaced a movie theater s seats with beds for an advertising campaign http   t co iMbgoVFtRf  View summary 0 retweets 0 favorites" , 0
"Always interesting   Decision on how allocate resources visa vie justice and security https   t co CtiZYbJ4KD" , 0
"Next weeks events  osboo3 alm3mary  osboo3 business   osboo3 mamoon  " , 0
" Ngor  Dakar aftermath of yesterday s protest demonstration riot unrest http   t co 3uBD9ZPelv" , 1
"Counter extremism w youth focus  if state  weak  venal or violent   Young ppl take up weapons   because they r angry  http   t co l27pvBGnXH" , 0
"May 20th guys support not just the movement but  Team237      OneLoveOneBlood  LaGal reDuKamer http   t co SlLpjMaEMO" , 1
" BBCWorld Court verdict leads one 2 wonder whether the court is being deployed as oppressive mechanism against the majority in Egypt " , 0
" MGCHANSA the UK go to war in Mid East and Afghanstan  Have nuclear weapons  how can he compare us to them " , 0
"The  AUPSC holds an  OpenSession on  Children in Armed Conflict in Africa  UNICEF  ACERWC  OCHA" , 0
" Taylod61 British police do not have a right to strike  It is the only job apart from armed forces that doesnt have right to strike I think" , 1
"Come and Join the Movement  StopTerrorism and ProtectTanzania" , 1
"Impressive and Heavy handed march past today  so proud of Cameroon armed forces  Our land is invincible  Watch out  http   t co VZ27Tra1wh" , 0
" iwish dilwale clash with bajiro mastani" , 0
" Burundi   PNkurunziza asks international media not to AID and ABET the current insurrectional movement http   t co yaqn5Tg2gd" , 1
"Am a world citizen we take our hustle everywhere  Brave Leader" , 0
"I wanna see this feeling again please vote for JongSuk              http   t co n8owIYaeOH" , 0
" Raseef22  R22Blog this article is so stupid  I never heard of most of these proverbs before " , 0
" Burundi police kill one during anti Nkurunziza protest  http   t co ZTDgEBG8uO via  AlJazeera" , 1
"RIP big bro Col Duke  Last 2yrs we celebrated ur POP from the NDA  these yr u left us  u died fighting for Nigeria  http   t co SeoBkYIlCS" , 0
"In God we trust" , 0
"   RT  USATODAY RT  khjelmgaard  FIFA officials arrested over alleged corruption  Here is the statement from  cont  http   t co EWqxe0rVuT" , 0
"i hope this tweet will load on ur TL  ShawnForMMVA   ShawnForMMVA   ShawnForMMVA" , 0
" HaSheegin girls between the ages of 10 14 are the greatest proportion of survivors  amp  victims sexual violence" , 0
"Rest in Double peace " , 0
"The moment when fans celebrated like crazy the moment when we realized we ended a trophy drought  throwback  emtional http   t co bwiDOSooHU" , 0
" BrienneOvTarth  gabeeno yeah  i will give the blame to all of them  coz nobody was there to protest against it   even PPP" , 1
"Heh bribery" , 0
" Ebola Ebola related protests likely to increase in Guinea  exposing assets and       IHS Jane s 360 http   t co NLq4zWTts1" , 1
"How to Get Leads For Your Business  gt  gt  gt  http   t co CjCUMEReEc https   t co mo4cLlBrQ4 a334nb" , 0
"Make sure you are  wearingorange today for the first Gun Violence Awareness Day  http   t co zzrGJAVEal  " , 0
" MotherJones Good tweet for  politicians to ponder " , 0
"Stay positive    Get rid of all the negative deeds     Stand tall    workout workhard  ikr     beingbeautifulruleno 2 " , 0
" willynyamitwe if your police wasn t shooting protesters with live rounds  the whole country would be on the street   Burundi fact " , 1
"You re a rainstorm And I was in a drought  " , 0
" Burundi   Burundians step aside ethnic conflict as showed protesters against 3rd term  But who will be the next perfect leader for Nation " , 1
"Building  peace through  women s leadership https   t co 4Uwm6Biizp" , 0
"New on the Global Press Journal   Domestic violence at its worse in Zambia   Mustread http   t co kN5FA5lIgH" , 0
" Rwanda places indefinite ban on BBC broadcasts over genocide documentary http   t co 3tYy9kGQyC" , 0
"Ford accused by software maker of intellectual property theft http   t co esQEoih19r" , 0
"Life is a zoo in a jungle  We got to find and get our weapons to rumble http   t co TBFVGq8exW" , 0
"Last day of Sierra Leone s national measles and polio campaign  targeting at least 1 3 million children under 5  http   t co AUxEkBZlk2" , 0
"The Obama administration plans to train Sunni tribal fighters as part of its move to send up to 450 additional U S  forces to Iraq " , 0
"General Kanene is desperate for a presidential pardon  zambia" , 0
"Most African politicians no not the graceful exit  They hang on till they are booted out  Sorry for Richard Anane   NPPprimaries" , 0
"Poor man wet still maggi omo you go see him face for crime fighterrrr  Rich man wey still money omo you no go see him face for crime fighter" , 0
"sex not violence " , 0
"Van der Vaart completes move to Real Betis  The 32 year old joins after a disappointing campaign with Hamburg     http   t co U8grExpwAP" , 0
"Liberia Sexual  Gender Based Violence Prosecutor Wins Key Case http   t co YmE1eF6DC3" , 0
" Joy997FM Are Junior Doctors in Korle Bu Teaching Hospital on strike  What is the reason for the strike  What is the management doing too " , 1
" WorldRefugeeDay I think of all those  Burundi ans who fled because they fear elections will turn violent  We need  SafeElectionsInBurundi" , 0
" AnthonyFouchard  LisaHogerlinden This is several months old  Our staff were attacked by armed elements  thankfully we had only bullet holes" , 0
"Warning Accra weather storm  there will thunderstorm wit humidity around 94  Wind  SSW at 11mph Gusts  17mph Frm now till 10pm RT if u care" , 0
"PPP to start protest movement against Load shedding  92NewsHD" , 1
"Convicted Monsters  Liberia Losing Rape War as Girl  13  Falls Prey  http   t co LARHiGjDmw" , 0
" theBestOfMyKind based in USA  owned by our fellow Tanzanian  now inahamishia base yake hapa mjini    " , 0
"Protest against draft  NGOLaw or  LANGO and draft Trade Union Law   TUL http   t co HoqqshiULE   licadho" , 1
" Anyone might have been in our shoes  because this system produces rebels   teatrdoc honour Russia s May 6 protesters http   t co BFs4HW2u7l" , 1
"CAADP Journalists Training Workshop to develop Malabo Declaration Advocacy messages http   t co wkYKXEbk0K" , 0
"     that G fight braa   legendary       AshesToAshes" , 0
"Public opinion outpacing politicians    SCOTUS ruling on same sex marriage " , 0
" PHOTO  Buhari And His Son  Yusuf Attend Juma at Prayer At Presidential Villa Mosque  Lol the boy that caused     http   t co K28fPrdwNu" , 0
"Happy armed forces day  wherever you are" , 0
"Missing your crowded streets and your street food   Bangkok    Khaosan Road  Bagkok https   t co DOdGSKHRwl" , 0
"Head of  Burundi s electoral commission says estimates for voter turnout stands at 70  nationwide as of 1pm  Burundi" , 0
" gregmishka you ve really hit the bigtime now " , 0
"KZN  Cogta statement  Ethekwini has a guaranteed supply of water for less than 60 days unless the current drought comes to an end  sabcnews" , 0
"What coincident  RiseWithTwitter  Few movement ago as I walked I thought a tweet  http   t co Q01awMLwo1 1st place 4 global morning briefs  " , 0
"If PMLN fails to provide Justice  Justice done and seen  to PAT workers  it could be a big political set back to its leadership" , 0
" TrillieMacMilli   lutherjeke   Ebola has resurface in  Liberia after 1 Month 20 Days of Free declaration http   t co QqR78YtFoc" , 0
" Risk of armed resistance against gov  will endure so long as political frustrations continue to grow  https   t co RxetLhmsIN  ArchieHenry2" , 0
"The Video Is Rated LNV   Language Nudity Violence    BBHMMVideo  " , 0
"Meanwhile  in Namibia   three die in love related murders     this article was constructed w such a nonchalant tone http   t co zbk6CC66Iz" , 0
" southsidebrotha  ItsFoodPorn this is Africa your always hungry i don t even know to explain it" , 0
"I m at Nimal Road Mosque in Bambalapitiya  Colombo https   t co YwQJ6kJmmz" , 0
"  CSVR   Hopefully  the general comment will popularise  highlight and emphasize the issue of torture in Africa " , 0
" KWVwines chief viticulturist  Vinebug calls the 2015 vintage  the best aromatic white vintage  he s ever seen   johannfourie exciting news " , 0
" our pain goes unheard  amp  so instead it finds sanctuary in the intimate violence we subject ourselves  amp  our bodies to  http   t co c1cIV9cjbB" , 0
"July is  No filter Campaign  La Tua Bella Modeling Agency post an unedited  unrefined picture of yourself to our Facebook page or twitter" , 0
" ImadMesdoua it s a major source of weapons and training" , 0
"our IDPS sisters at camps have almost no facilities they are facing severe health related issues" , 0
"On  AfricaLive 1000 GMT with  LindyMtongana Ugandan police arrest top opposition politicians " , 0
" isupportPrasanthNair  He is doing his duty faithfully nd some of d politicians r getting irritated   RahulEaswar  ShashiTharoor" , 0
"So far my source in the police says that around 5000 police wont arrest us cause they will be grabbing land with us" , 0
"Tensions rise as  Burkina prepares for presidential election following popular uprising last year http   t co 5GwbgYjXLU" , 1
" And it is written that the first seal shall be broken when a righteous man sheds blood in hell  As he breaks  so shall it break  " , 0
" CHELSTON court is disappointd that a grade11 pupil was lured into havn sex by a call boy stationd at UNZA bus stop who has neva bin to sku " , 0
"Great    Grexit forces people to only use money when they have to   no extragevanza   In sane that a family got 6 houses   Griechenland  Eu" , 0
" mansaray george My country SirraLeone is Everyday Being Distroy by This APC Goverment but very Soon We will Bounce Back Against Politicians" , 0
"What really happened between the officials of DSS and the chief press secretary to governor of niger state yesterday " , 0
"Politicians are known to be the most selfish people in the universe They always  close short cuts or shut doors after they have entered " , 0
" wameyokw Where were the politicians when  POTUS was planting this tree  He should go to his true friends   BobGodec  BarackObama" , 0
"Bujumbura  protagonists talking to BBC journalist  Kikeke  prior to the July 21st Presidential elections  Best wishes http   t co haONki6UDd" , 0
"10 04  Police told to arrest truck drivers luring girls to sex    Nakuru  Prostitution http   t co yghTfNt5V7 via  HiviSasaNakuru" , 0
"I m at Armed Force Bridge in Khartoum  Khartoum State https   t co hrvHnPKXuL" , 0
" Ebola President Koroma attends AU conference on Ebola in E Guinea   Africa   News       http   t co EaA6r6kRrJ http   t co dQyjH59CtC" , 0
"Id rather the action and violence be scripted than in reality " , 0
"Peacocks in Thar are dancing with rain  Good  To them rain is a name of joy  Diseases created by drought will die down" , 0
" Carmichael Rob Many NGOs will advocate or campaign and  NGOLaw is coming soon  Spokesman says  Neutrality   a controversial word in NGOLaw" , 0
" chandi 17  thiri66  well played thiri but loose the match don t be panic all its all in the game we re always with u as fans good luck i" , 0
" PeterMutegi I keep asking them to stock durex lube   si ati hakuna a local option  so if their Chinese customers want something" , 0
"21 Ibanda Students Arrested Over Strike  According to Odeke  the affected students have already recorded state    http   t co BzUTT0kWyn" , 1
"when you throw in 1  2  3 braids cause you don t want your hair loose you re broke to last for 1  2  or 3weeks        http   t co GctkGhzwaU" , 0
" IamProudtobeGhanaianBecause Ghanaian politicians are all the same  they are only good when they are in opposition   " , 0
"The First Kenyan To Ride In US Presidential Car TheBeast  is Obama s Sister  AUMA OBAMA   ObamaReturns" , 0
" Toamasina grassroots sensitizers are mobilizing people 2 turn up  amp caste their votes on local elections day  31 07 15 http   t co MBiCjQJfRh" , 0
"Turkish troops target Kurdish fighters in northern Syria  http   t co JCaN6byj4u" , 0
"German article in Bild Zeitung http   t co WYIEwytgsR  on EUTM Mali command hand over  eutmmali1 http   t co hhxJ7bDfk5" , 0
" ItsKirwa  so      how is the hunger strike going " , 1
"We must act against those who intend to derail development strides by Government   SierraLeone must never again be put to shame by violence " , 0
" Niger  Madaoua our analysis on water erosion who destroyed agricultural soils  amp  threats villages and infrastructure http   t co gTuInIFz7l" , 0
" np Foo Fighters   The Pretender" , 0
"We can t call off strike now   GMA  More here  http   t co Q6h9MpGxoZ   CitiNews http   t co ZiRlo3q5OV" , 1
"Director of SSS was on PMB s presidential campaign committee  and is now director of the country s secrete service    hmmmm interesting" , 0
"Olympics  Tokyo logo designer protests innocence in copyright row http   t co GNfjThmKMr" , 0
"Climate change MUST be addressed in Post 2015 Declaration  KeepPara30  post2015   InterGov201" , 0
"Most happiest person at the movement id MR" , 0
"Adolescent Sexual Reproductive Health Eduction MUST be addressed in Post 2015 Declaration  post2015 InterGov2015  hrw  Adamitv  UNrightswire" , 0
"Keep your friends close but your enemies closer You never know when they strike  MyFreeAdvice" , 0
" Inspire Us Leadership is not about titles  positions or flow charts  it is about one life influencing another " , 0
"When you hike in the Eastern Congo  you bring an entourage of armed men and women with you   just in  https   t co U7ztR1cTUY" , 0
" MDPai05 sir if rahul has evidence why don t they go to court   Moreover we should start no work no salary campaign for lawmakers vinodm 85" , 0
"The  TfL Tube Strike   August 5th National Oyster Day   August 5th   o http   t co imUx544dZm" , 0
"ask any BD citizen they can see in their lifetimes such violence in both of BNP Awamitimes " , 0
" noellesolange Also please tell me you ve watched the vids of Graham destroying his phone  amp  Rand Paul chainsawing the tax code      " , 0
" Finally a Cecil the Lion essay worth reading  No whataboutism  Locally sourced  Political economy  http   t co DD1DjDMhF3   calestous" , 0
"The  ECOWAS Community Court of Justice has competence to hear individual complaints of alleged human rights violations " , 0
" aishach  POTUS  CQnow Why not dismantle sanctions  promote sustainable energy and U S  dismantles its nuclear weapons " , 0
"What Illuminates Your Leadership  https   t co RdylklFMhl" , 0
" Unchained001  LedwabaMaila  them Whoever says devil made him commit crime must bring him with to court to testify for himself" , 0
" pt Collier research on political violence suggests that opportunity drives violence not grievance   http   t co W1Fs28Cbx3" , 0
" MikkiL  unicorns88 jazz  OkKelly22  NorthantsPolice This Picture looks like the middle east market " , 0
"In Nig where politicians spend millions of Naira to contest for a rerun at the expense of state  it is hypocritical to want to crucify Fash " , 0
" Ebola Beijing to maintain aid to Ebola hit Guinea  China FM   Anadolu Agency http   t co I9k1XNi6E2" , 0
"The Muslim Christian narrative still used by media  amp  politicians is clearly fueling the  CARcrisis  Maybe we can think of saying  citizens  " , 0
"It s critical farmers can access seeds that match the weather patterns in Niger  adapted for shorter rainfall periods  escaping drought " , 0
"Let s guide our politicians  not curse them   ThinkTankNepal" , 0
" BDUTT u r the big inspiration for indian ladies  Please make  a programme on ndtv to incourage indian women to fight against rape n crime " , 1
"Association of African Universities issued its  Abuja Declaration on Sustainable Development in  Africa  The Role of Higher Education  " , 0
"Being so tired on a Monday morning   Unemployment" , 0
"one Nepali worth Rs  5000000 as said by worthless politicians  Nepal  Nepali  politicsofNepal" , 0
"  IDeclare youth are actors for positive change  amp  progress    Joshua   Burundi  What s your  youth4peace declaration  http   t co tUS82zhzUb" , 0
" nowthisnews it is only Elections  time we truly discover America s craziest politicians    lol  " , 0
" CARcrisis  violence in  Bambari  4 killed  amp  8 wounded  including 2 humanitarians  Restriction of movement today as tensions are still high" , 1
" RantingBlackMan no truth about labour laws responsible for where we r  Lonmin wasnt brought down by Amcu strike  but commodity prices " , 1
"Haha thanks to great tips from my facebook group  Alexandria Book movement   that kickstart this reading books thing" , 0
"from his position Asraful  We BD people protest why honest but irregular minster was removed where dishonest Minister Stay but we look" , 1
"Why do temptation seems to get worst the day you try to be perfect  God please help me  " , 0
"God saves best  Petr Cech is a close second though " , 0
" BokoHaram sends fighters to help  ISIS take Libya   and then launch an attack on EUROPE http   t co 75I7EP3twC" , 0
"Sierra Leone today starts countdown on Ebola Free Declaration after the discharged of the last Ebola Survivor http   t co ajS1C95BEK" , 0
"IDOLA Gw        Repost  pumafootball with repostapp      Strike  Score  Soar  Then go ahead and do it  https   t co aKFBztcxau" , 0
" cnnbrk  CNN He must be explaining himself to god at the moment  I hope she is not forgiving if he is guilty " , 0
" Armed actors need 2 stop resorting 2 sectarian violence as the answer 2 their grievances   by  LewisMudge  CARcrisis http   t co 0SxiOfJXn6" , 1
" FridayBriefing No Politicians are only thinking drinking and following their selfish interests while Kenyans are suffering begging for help" , 0
" coloredopinions  Mr Burundi  willynyamitwe He probably wants to join the  10MillionPresidents movement " , 0
"Thai woman sought for  Bangkok Bomb Attacks https   t co 0CeumAX4Er http   t co IRpB2tchHH" , 0
"The Finder  Blows over contracts   2 top politicians at centre of drama in N R  CitiCBS http   t co TACfKysjIh" , 0
" Ebola LEDI Commends Ebola Fighters  Provides Monetary Assistance   Liberian Dialogue http   t co u7hdK2P3Yi" , 0
"Worsen situation  Fresh migrant protests in  Budapest   hungary  Germany  SyrianRefugees  http   t co JX7bpFF7MJ" , 1
"We re a movement of millions of ordinary pple who work for justice  Join or support us today  AmnestyOnline  amnestyghana  AIGhanaYouth" , 0
"Then tomorrow student strike  hata HELB walikua wanataka kuikulia but its okay  its our system  aggrey2015  ItsMutai  ThirdwayKE" , 1
"Ahead of the Oct 2015 Presidential Elections EU  amp  UNDP sthrenghen the operational   capacities of the Ivoirian police http   t co BuqoyfeQo6" , 0
" avanteRoseGold the documentary 2  650 00 40 97 30 01 00  company togo items Lom   togo" , 0
" SAYA Show Hello   TeamLeaMakhoul Hope from you to host  LeaMakhoul in your program  ThankYou  Lojain omran  khaled alshaer" , 0
" prateekpradhan this is wonderful news to wake up to  Thank you govt for showing that non violence does have a voice " , 0
" iamnomi11 chal strike krty hain  P" , 0
"Zambia is currently experiencing a severe drought  Widespread negative impacts   FWSAZamTour  FarmersWeeklySA http   t co NoPBLm5JTb" , 0
"One dead as violence rocks Calaba Town   ConcordTimes" , 0
" Suits USA What s the name of the song when mike got arrested " , 0
"So  pmharper decides to brush off calls to hold all leaders meeting on Syrian refugee crisis  Convinced it s time to give  Harper the brush " , 0
" Nigeria  With Only  150 000 Savings  Nigeria s Leader May Be Least Corrupt in Africa   WashingtonPost http   t co 63S7oizU6l" , 0
"Sierra Leonean nurse adopts new born after tragic death of child s mum to  Ebola  Read this emotional story here http   t co Z9HM8MrY7m" , 0
" alexanderchee    unless the culture is so steeped in gun violence it risks being taken literally " , 0
" DRC The judgment of the Constitutional Court on the election of governors divided politicians  radiookapi  MONUSCO  UN  WhiteHouse  RFI" , 0
"Wanted   weapons of fate" , 0
"Help save the earth planet there is none like this beautiful earth in the space yet shun war and weapons plant trees" , 0
" Acknowledging  Supporters of the  Reggaerobics  movement  ThankYou  ALL  GoFunders  castletrublue  Mekmuv  RasTafariTV  AlesandraSeutin  " , 0
" Cameroon Yaound  Army Protest  Boko Haram Camair Co  disgruntled and Ghost workers Time ticking tictac  MungaiNfi  jeanfrancis  JoshuaOsih" , 1
"Beginning to think this is all a political game  encourage violent protest  get cops to retaliate  kill protestors  get political leverage" , 1
" jeanfrancis  MungaiNfi He criticised and caused the dismissal of the previous people there  Was he on Mission in Cameroon  whats he doin he" , 0
"Pictures From Bomb Blast At Internally Displaced Persons Camp Yola     shybellmediaNews  http   t co Ar03aa0hOf" , 1
"Country where protesters snatch injured police form AMBULANCE flee him  amp  kill him with scythe  amp  domestic weapons   hrw  AmnestyOnline" , 1
" lmotsh or threaten to withhold basic public services and goods which citizens should be entitled to anyway should they dare vote opposition" , 0
"You can now donate to politicians directly through a tweet  http   t co h5YRHogGX3" , 0
" mohammadmumtaz Check qualifications of those engaged in smash amp grab  Why people have to resort to religious violence in a democratic country" , 0
" brotherhood  pieceofart  humanofjhelum  august  2k15  photokiphoto  https   t co WYH6asSclg" , 0
"I think the majority of American consider Trump a distraction but never intend to place him in the big chair Acting Presidential is required" , 0
" MichelleNdiaye1 the fact that there are 31 presidential term limits shows  Africa has come a long way but needs improvements  ipssbriefs" , 0
" Alshabaab claims its fighters captured  Janaale village after Somali   AMISOM troops withdrew from the area  Somalia http   t co T3stLM3cbK" , 0
"Peaceful protests against  coup all over  BurkinaFaso   here in Gaoua waving branches for peace and  democracy http   t co K5usaQ5rt1" , 1
" UNFPA s partners   RestlessDev and Fine SL sensitize flood victims  National Stadium on Sexual Gender Based violence http   t co g6Nvz8dk5A" , 0
"President Uhuru Kenyatta Rejects Kenya Teachers  Pay Demand as Protests by Opposition Loom   http   t co 4PSUIsqxYV http   t co LcWuhkPIpA" , 1
"How Donald Trump destroyed Scott Walker s presidential chances http   t co ffwOROTLQg" , 0
" RiaMmaritalia U must see how they look on our woman fighters but the bone of contention is not how we look but fight for economic freedom" , 0
"I N F I N I T Y   I love this song  Slay my boys  Love y all  http   t co 3uiQgQNq9R" , 0
"You can t always know the pressure the kids feel  or protect them from their parents or the violence  https   t co Zu3oonA6MX" , 0
" MadagascarForum on Mining amp Petroleum  Presidential opening for a key  strategic sector  Energy Exchange http   t co hGPSD7dM6W" , 0
"My lucky strike     Maroon5 Live in Bangkok at Impact Arena Muongthong Thani https   t co MkKAo6bhfx" , 0
"You k now Deepay Rooney and Kane scored to end their drought but only ALEXIS DID IT IN STYLE yeah baby  COYG  Arsenal" , 0
"DMX has been released from jail" , 0
" idevadhikari Ur looks Hv killed me  amp  ur hotness Hv burned me   EmotionalSaiyaan Is the BESTEST dancing song   VenkateshFilms     " , 0
"The police wanted LMVCA to postponing their protest to some time in October    ASP Afia Tenge  EyeWitnessNews" , 1
"UKAWA campaign is on the move and on the road to victory  Mabadiliko2015 nice day " , 0
" FoxNews  POTUS Sad that US politicians are so inactive in addressing the gun issue  what will it take to wake them up " , 0
"Intl Day of Non Violence  http   t co fTHZFMUlVn http   t co mUYVWxbl7d  UN" , 0
"I even ended that drought" , 0
" africaprogress by investing in  Agriculture  small producers   policies  ECOWAP  Malabo  Declaration  Maputo  GlobalGoals  2  taclonslafaim" , 0
"Dreams won t come looking for you That s why you ve to chase them Pursue them until they bcome reality then hold on tightly  Militant Mind  " , 0
"But regardless of economic situation or what some term as common sense or simple logic  MUK will always strike over that policy " , 1
" StickboyBangkok  Nalinee PLE Thai buses are lethal weapons  http   t co 57428aLIks" , 1
" ria 06      nice   should actually read  enough electricity to put zesco out of business  " , 0
" Guineans headed to their 2nd presidential elections  Are they confident in their freedom to vote  More here http   t co VrgLGX5F61" , 0
"A community in  CAR  deeply affected by  LRA violence  created this map to warn ppl of known LRA routes  amp  camps 1 2 http   t co E567t37F3X" , 1
"Violence  unrest hinder  CentralAfricanRepublic aid efforts   agencies via  KieranG77  TR Foundation http   t co CToQ2sSlJh  CARcrisis" , 1
"What I am looking for    is an immobile movement  something which would be the equivalent of what is called the eloquence of silence " , 0
"Angolan Activist s Health in Danger After Nearly Three Weeks of Hunger Strike in Prison  Luaty Beirao  reporte    http   t co 6C3L5FBSrV" , 1
"Guineans  have mixed views ahead of the presidential elections tomorrow  Read latest  afrobarometer survey here http   t co VrgLGXnguB" , 0
" TECH 5G wireless data speeds hit 3 6Gbps in first large scale field test  and there s more good news  http   t co jaxg1SWjhL" , 0
"Today is  dayofthegirl   every girl deserves happy childhood free of  violence  amp  discrimination  SDGs  UnitedNationsTZ  millardayo" , 0
"A shameful Act by  Sena  Strongly protest against this Talibani way" , 1
" AAEW2015 reinforce our engagement in CAADP with the Malabo Declaration context of  AAEW2015  ngouambe1  waiswamusa http   t co xZ0Sfl0Cys" , 1
"6806 tweets I feel like I can hit 7k today  cracks fingers       I m sorry guys  But I can care less about Ur pain" , 0
" RajapaksaNamal Perspective changed now you sit in opposition  No such tweets in support of Weliweriya protesters  lka  SriLanka" , 1
"The weapons of war laid down    now a rusted museum display  war  weapons  fromwartopeace  redbrick  https   t co r6N8jSBXmp" , 0
